interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
PPIA_BSG,CypA,PPIA,BSG,,,,,Secreted Signaling,PPIA - BSG,PMID: 36012604,False,PPIA,Cyclophilin-type PPIase,"Cytoplasm, Secreted, Nucleus","Host-virus interaction, Secreted, Rotamase, Cytoplasm, Alternative splicing, Isomerase, Glycoprotein, Reference proteome, Nucleus, Phosphoprotein, Apoptosis, Direct protein sequencing, Isopeptide bond, 3D-structure, Acetylation, Ubl conjugation",secreted,False,BSG,,Melanosome,"Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative promoter usage, Host cell receptor for virus entry, Receptor, Alternative splicing, Endoplasmic reticulum, Blood group antigen, Glycoprotein, Lectin, Cell projection, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Mannose-binding, Angiogenesis, 3D-structure, Endosome",Unclassified,Unclassified,,,True,CellChatDB v2
SLIT1_ROBO1,SLIT,SLIT1,ROBO1,,,,,Secreted Signaling,SLIT1 - ROBO1,PMID:10102268,False,SLIT1,,Secreted,"Leucine-rich repeat, Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Neurogenesis, Alternative splicing, Repeat, EGF-like domain, Glycoprotein",secreted,False,ROBO1,"Immunoglobulin superfamily, ROBO","Endoplasmic reticulum-Golgi intermediate compartment membrane, Cell membrane, Cell projection, Axon","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Chemotaxis, 3D-structure, Ubl conjugation",Receptors,IG;OtherROBO,,,True,CellChatDB v2
ANXA1_FPR3,ANNEXIN,ANXA1,FPR3,,,,,Secreted Signaling,ANXA1 - FPR3,PMID: 33082511,False,ANXA1,Annexin,"Apical cell membrane, Membrane, Secretory vesicle lumen, Cell projection, Cell membrane, Endosome membrane, Cytoplasmic vesicle, Lateral cell membrane, Cytoplasm, Nucleus, Cytoplasmic vesicle membrane, Phagocytic cup, Extracellular exosome, Basolateral cell membrane, Secreted, Cilium, Early endosome, Extracellular space","Immunity, Membrane, Pharmaceutical, Secreted, Disulfide bond, Cytoplasm, Repeat, Cytoplasmic vesicle, Adaptive immunity, Cilium, Phospholipase A2 inhibitor, Annexin, Cell projection, Inflammatory response, Reference proteome, Metal-binding, Innate immunity, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Isopeptide bond, 3D-structure, Calcium/phospholipid-binding, Endosome, Acetylation, Ubl conjugation",secreted,False,FPR3,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Chemotaxis, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v2
CALCA_CALCRL_RAMP1,CALC,CALCA,CALCRL_RAMP1,,,,,Secreted Signaling,CALCA - (CALCRL+RAMP1),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport",Receptors,GPCR;Secretin,,,True,CellChatDB v2
CALCA_CALCR_RAMP3,CALC,CALCA,CALCR_RAMP3,,,,,Secreted Signaling,CALCA - (CALCR+RAMP3),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
CALCA_CALCR_RAMP2,CALC,CALCA,CALCR_RAMP2,,,,,Secreted Signaling,CALCA - (CALCR+RAMP2),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
CALCA_CALCR_RAMP1,CALC,CALCA,CALCR_RAMP1,,,,,Secreted Signaling,CALCA - (CALCR+RAMP1),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport",Receptors,GPCR;Secretin,,,True,CellChatDB v2
ADM_CALCRL_RAMP3,ADM,ADM,CALCRL_RAMP3,,,,,Secreted Signaling,ADM - (CALCRL+RAMP3),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
ADM_CALCRL_RAMP2,ADM,ADM,CALCRL_RAMP2,,,,,Secreted Signaling,ADM - (CALCRL+RAMP2),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
ADM_CALCRL_RAMP1,ADM,ADM,CALCRL_RAMP1,,,,,Secreted Signaling,ADM - (CALCRL+RAMP1),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport",Receptors,GPCR;Secretin,,,True,CellChatDB v2
CALCA_CALCRL_RAMP2,CALC,CALCA,CALCRL_RAMP2,,,,,Secreted Signaling,CALCA - (CALCRL+RAMP2),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
ADM_CALCR_RAMP3,ADM,ADM,CALCR_RAMP3,,,,,Secreted Signaling,ADM - (CALCR+RAMP3),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
ADM_CALCR_RAMP1,ADM,ADM,CALCR_RAMP1,,,,,Secreted Signaling,ADM - (CALCR+RAMP1),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport",Receptors,GPCR;Secretin,,,True,CellChatDB v2
KLK8_F2R,KLK,KLK8,F2R,,,,,Secreted Signaling,KLK8 - F2R,PMID: 34552064,False,KLK8,Peptidase S1,"Cytoplasm, Secreted","Signal, Hydrolase, Reference proteome, Disulfide bond, Protease, Secreted, Cytoplasm, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein",,,F2R,G-protein coupled receptor 1,Cell membrane,"Transducer, Blood coagulation, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Hemostasis, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v2
KLK7_F2RL1,KLK,KLK7,F2RL1,,,,,Secreted Signaling,KLK7 - F2RL1,PMID: 33543017,False,KLK7,Peptidase S1,Secreted,"Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Secreted, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein",,,F2RL1,G-protein coupled receptor 1,Cell membrane,"Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure, Palmitate, Inflammatory response, Ubl conjugation",Receptors,GPCR;Rhodopsin,,,,CellChatDB v2
KLK14_F2RL1,KLK,KLK14,F2RL1,,,,,Secreted Signaling,KLK14 - F2RL1,PMID: 35102281,False,KLK14,Peptidase S1,"Secreted, Extracellular space","Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Secreted, Direct protein sequencing, Zymogen, Serine protease, Autocatalytic cleavage",,,F2RL1,G-protein coupled receptor 1,Cell membrane,"Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure, Palmitate, Inflammatory response, Ubl conjugation",Receptors,GPCR;Rhodopsin,,,,CellChatDB v2
KLK2_F2RL1,KLK,KLK2,F2RL1,,,,,Secreted Signaling,KLK2 - F2RL1,PMID: 35102281,False,KLK2,Peptidase S1,,"Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein",,,F2RL1,G-protein coupled receptor 1,Cell membrane,"Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure, Palmitate, Inflammatory response, Ubl conjugation",Receptors,GPCR;Rhodopsin,,,,CellChatDB v2
KLK4_F2RL1,KLK,KLK4,F2RL1,,,,,Secreted Signaling,KLK4 - F2RL1,PMID: 35102281,False,KLK4,Peptidase S1,Secreted,"Disulfide bond, Protease, Secreted, Alternative splicing, Glycoprotein, Signal, Hydrolase, Reference proteome, Metal-binding, Biomineralization, Amelogenesis imperfecta, Direct protein sequencing, Zymogen, Zinc, 3D-structure, Serine protease",,,F2RL1,G-protein coupled receptor 1,Cell membrane,"Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure, Palmitate, Inflammatory response, Ubl conjugation",Receptors,GPCR;Rhodopsin,,,,CellChatDB v2
ADM_CALCR_RAMP2,ADM,ADM,CALCR_RAMP2,,,,,Secreted Signaling,ADM - (CALCR+RAMP2),PMID: 33462236,False,ADM,Adrenomedullin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,"RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
CALCA_CALCRL_RAMP3,CALC,CALCA,CALCRL_RAMP3,,,,,Secreted Signaling,CALCA - (CALCRL+RAMP3),PMID: 30741933;PMID: 18599553,True,CALCA,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,"RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
CALCB_CALCR_RAMP2,CALC,CALCB,CALCR_RAMP2,,,,,Secreted Signaling,CALCB - (CALCR+RAMP2),PMID: 30741933;PMID: 18599553,True,CALCB,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Hormone",hormone,False,"RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
CTSG_FPR1,CTSG,CTSG,FPR1,,,,,Secreted Signaling,CTSG - FPR1,PMID: 26516201,False,CTSG,Peptidase S1,"Cytoplasm, Secreted, Nucleus, Cytosol, Cytoplasmic granule, Lysosome, Cell membrane","Membrane, Protease, Secreted, Antibiotic, Disulfide bond, Cytoplasm, Glycoprotein, Lysosome, Hydrolase, Reference proteome, Signal, Cell membrane, Nucleus, Antimicrobial, Direct protein sequencing, Zymogen, Chemotaxis, 3D-structure, Serine protease",secreted,False,FPR1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Chemotaxis, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v2
PROC_PROCR_HSP90AA1,PROCR,PROC,PROCR_HSP90AA1,,,,,Secreted Signaling,PROC - (PROCR+HSP90AA1),PMID: 35320720,True,PROC,Peptidase S1,"Endoplasmic reticulum, Golgi apparatus, Secreted","Blood coagulation, Protease, Secreted, Disulfide bond, Gamma-carboxyglutamic acid, Alternative splicing, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Thrombophilia, Disease variant, Hydrolase, Reference proteome, Signal, Phosphoprotein, Direct protein sequencing, Calcium, Golgi apparatus, Cleavage on pair of basic residues, Zymogen, Hemostasis, 3D-structure, Hydroxylation, Serine protease, Repeat",secreted,False,"PROCR, HSP90AA1",Heat shock protein 90,"Membrane, Melanosome, Cytoplasm, Nucleus, Cell membrane, Mitochondrion","Blood coagulation, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, 3D-structure, Hemostasis, Glycoprotein, Stress response, Host-virus interaction, Mitochondrion, ATP-binding, Cytoplasm, Alternative splicing, Chaperone, Hydrolase, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, S-nitrosylation, Nucleotide-binding, Acetylation, Ubl conjugation",Unclassified,Unclassified,,,False,CellChatDB v2
IAPP_CALCRL_RAMP3,IAPP,IAPP,CALCRL_RAMP3,,,,,Secreted Signaling,IAPP - (CALCRL+RAMP3),PMID: 28149534,False,IAPP,Calcitonin,Secreted,"Signal, Reference proteome, Disulfide bond, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Amyloid, Hormone",hormone,False,"RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor",Receptors,"Other_receptors;RAMP, GPCR;Secretin",,,True,CellChatDB v2
